"Strains","row_id","Plate","PD2_blank","PD2Ca_blank","Variable","OD","Treatment","Day","Dataset"
"WM1-1",22,3,0.105916666666667,0.105083333333333,"X2",0.00808333333333335,"PD2",3,"Set A"
"WM1-1",22,3,0.105916666666667,0.105083333333333,"X3",0.0100833333333333,"PD2",3,"Set A"
"WM1-1",22,3,0.105916666666667,0.105083333333333,"X4",0.00908333333333335,"PD2",3,"Set A"
"WM1-1",22,3,0.105916666666667,0.105083333333333,"X5",0.00908333333333335,"PD2",3,"Set A"
"WM1-1",22,3,0.105916666666667,0.105083333333333,"X6",0.00908333333333335,"PD2",3,"Set A"
"WM1-1",22,3,0.105916666666667,0.105083333333333,"X7",0.0199166666666667,"PD2+Ca",3,"Set A"
"WM1-1",22,3,0.105916666666667,0.105083333333333,"X8",0.0209166666666667,"PD2+Ca",3,"Set A"
"WM1-1",22,3,0.105916666666667,0.105083333333333,"X9",0.0199166666666667,"PD2+Ca",3,"Set A"
"WM1-1",22,3,0.105916666666667,0.105083333333333,"X10",0.0179166666666667,"PD2+Ca",3,"Set A"
"WM1-1",22,3,0.105916666666667,0.105083333333333,"X11",0.0169166666666667,"PD2+Ca",3,"Set A"
"WM1-1",22,3,0.105916666666667,0.105083333333333,"X12",0.0179166666666667,"PD2+Ca",3,"Set A"
"B3SN17.2",23,3,0.105916666666667,0.105083333333333,"X1",0.0220833333333333,"PD2",3,"Set A"
"B3SN17.2",23,3,0.105916666666667,0.105083333333333,"X2",0.0260833333333333,"PD2",3,"Set A"
"B3SN17.2",23,3,0.105916666666667,0.105083333333333,"X3",0.0370833333333333,"PD2",3,"Set A"
"B3SN17.2",23,3,0.105916666666667,0.105083333333333,"X4",0.0240833333333333,"PD2",3,"Set A"
"B3SN17.2",23,3,0.105916666666667,0.105083333333333,"X5",0.0380833333333333,"PD2",3,"Set A"
"B3SN17.2",23,3,0.105916666666667,0.105083333333333,"X6",0.0210833333333333,"PD2",3,"Set A"
"B3SN17.2",23,3,0.105916666666667,0.105083333333333,"X7",0.0119166666666667,"PD2+Ca",3,"Set A"
"B3SN17.2",23,3,0.105916666666667,0.105083333333333,"X8",0.0149166666666667,"PD2+Ca",3,"Set A"
"B3SN17.2",23,3,0.105916666666667,0.105083333333333,"X9",0.0139166666666667,"PD2+Ca",3,"Set A"
"B3SN17.2",23,3,0.105916666666667,0.105083333333333,"X10",0.0129166666666667,"PD2+Ca",3,"Set A"
"B3SN17.2",23,3,0.105916666666667,0.105083333333333,"X11",0.0129166666666667,"PD2+Ca",3,"Set A"
"B3SN17.2",23,3,0.105916666666667,0.105083333333333,"X12",0.0159166666666667,"PD2+Ca",3,"Set A"
"TemeculaL",24,3,0.105916666666667,0.105083333333333,"X1",0.204083333333333,"PD2",3,"Set A"
"TemeculaL",24,3,0.105916666666667,0.105083333333333,"X2",0.199083333333333,"PD2",3,"Set A"
"TemeculaL",24,3,0.105916666666667,0.105083333333333,"X3",0.199083333333333,"PD2",3,"Set A"
"TemeculaL",24,3,0.105916666666667,0.105083333333333,"X4",0.226083333333333,"PD2",3,"Set A"
"TemeculaL",24,3,0.105916666666667,0.105083333333333,"X5",0.232083333333333,"PD2",3,"Set A"
"TemeculaL",24,3,0.105916666666667,0.105083333333333,"X6",0.228083333333333,"PD2",3,"Set A"
"TemeculaL",24,3,0.105916666666667,0.105083333333333,"X7",0.185916666666667,"PD2+Ca",3,"Set A"
"TemeculaL",24,3,0.105916666666667,0.105083333333333,"X8",0.181916666666667,"PD2+Ca",3,"Set A"
"TemeculaL",24,3,0.105916666666667,0.105083333333333,"X9",0.188916666666667,"PD2+Ca",3,"Set A"
"TemeculaL",24,3,0.105916666666667,0.105083333333333,"X10",0.190916666666667,"PD2+Ca",3,"Set A"
"TemeculaL",24,3,0.105916666666667,0.105083333333333,"X11",0.182916666666667,"PD2+Ca",3,"Set A"
"TemeculaL",24,3,0.105916666666667,0.105083333333333,"X12",0.188916666666667,"PD2+Ca",3,"Set A"
"IVIA53872",25,3,0.105916666666667,0.105083333333333,"X1",0.00808333333333335,"PD2",3,"Set A"
"IVIA53872",25,3,0.105916666666667,0.105083333333333,"X2",0.00608333333333334,"PD2",3,"Set A"
"IVIA53872",25,3,0.105916666666667,0.105083333333333,"X3",0.00808333333333335,"PD2",3,"Set A"
"IVIA53872",25,3,0.105916666666667,0.105083333333333,"X4",0.00908333333333335,"PD2",3,"Set A"
"IVIA53872",25,3,0.105916666666667,0.105083333333333,"X5",0.00508333333333334,"PD2",3,"Set A"
"IVIA53872",25,3,0.105916666666667,0.105083333333333,"X6",0.0110833333333333,"PD2",3,"Set A"
"IVIA53872",25,3,0.105916666666667,0.105083333333333,"X7",0.0119166666666667,"PD2+Ca",3,"Set A"
"IVIA53872",25,3,0.105916666666667,0.105083333333333,"X8",0.0189166666666667,"PD2+Ca",3,"Set A"
"IVIA53872",25,3,0.105916666666667,0.105083333333333,"X9",0.00391666666666667,"PD2+Ca",3,"Set A"
"IVIA53872",25,3,0.105916666666667,0.105083333333333,"X10",0.00491666666666667,"PD2+Ca",3,"Set A"
"IVIA53872",25,3,0.105916666666667,0.105083333333333,"X11",0.00491666666666667,"PD2+Ca",3,"Set A"
"IVIA53872",25,3,0.105916666666667,0.105083333333333,"X12",0.00591666666666667,"PD2+Ca",3,"Set A"
"XF3348",26,3,0.105916666666667,0.105083333333333,"X1",0.0320833333333334,"PD2",3,"Set A"
"XF3348",26,3,0.105916666666667,0.105083333333333,"X2",0.0330833333333334,"PD2",3,"Set A"
"XF3348",26,3,0.105916666666667,0.105083333333333,"X3",0.0300833333333334,"PD2",3,"Set A"
"XF3348",26,3,0.105916666666667,0.105083333333333,"X4",0.0380833333333333,"PD2",3,"Set A"
"XF3348",26,3,0.105916666666667,0.105083333333333,"X5",0.0330833333333334,"PD2",3,"Set A"
"XF3348",26,3,0.105916666666667,0.105083333333333,"X6",0.0330833333333334,"PD2",3,"Set A"
"XF3348",26,3,0.105916666666667,0.105083333333333,"X7",0.0319166666666667,"PD2+Ca",3,"Set A"
"XF3348",26,3,0.105916666666667,0.105083333333333,"X8",0.0309166666666667,"PD2+Ca",3,"Set A"
"XF3348",26,3,0.105916666666667,0.105083333333333,"X9",0.0309166666666667,"PD2+Ca",3,"Set A"
"XF3348",26,3,0.105916666666667,0.105083333333333,"X10",0.0329166666666667,"PD2+Ca",3,"Set A"
"XF3348",26,3,0.105916666666667,0.105083333333333,"X11",0.0309166666666667,"PD2+Ca",3,"Set A"
"XF3348",26,3,0.105916666666667,0.105083333333333,"X12",0.0379166666666667,"PD2+Ca",3,"Set A"
"IVIA5901",27,3,0.105916666666667,0.105083333333333,"X1",0.0140833333333333,"PD2",3,"Set A"
"IVIA5901",27,3,0.105916666666667,0.105083333333333,"X2",0.0120833333333333,"PD2",3,"Set A"
"IVIA5901",27,3,0.105916666666667,0.105083333333333,"X3",0.0140833333333333,"PD2",3,"Set A"
"IVIA5901",27,3,0.105916666666667,0.105083333333333,"X4",0.0170833333333333,"PD2",3,"Set A"
"IVIA5901",27,3,0.105916666666667,0.105083333333333,"X5",0.0190833333333333,"PD2",3,"Set A"
"IVIA5901",27,3,0.105916666666667,0.105083333333333,"X6",0.0180833333333333,"PD2",3,"Set A"
"IVIA5901",27,3,0.105916666666667,0.105083333333333,"X7",0.0219166666666667,"PD2+Ca",3,"Set A"
"IVIA5901",27,3,0.105916666666667,0.105083333333333,"X8",0.0189166666666667,"PD2+Ca",3,"Set A"
"IVIA5901",27,3,0.105916666666667,0.105083333333333,"X9",0.0179166666666667,"PD2+Ca",3,"Set A"
"IVIA5901",27,3,0.105916666666667,0.105083333333333,"X10",0.0229166666666667,"PD2+Ca",3,"Set A"
"IVIA5901",27,3,0.105916666666667,0.105083333333333,"X11",0.0289166666666667,"PD2+Ca",3,"Set A"
"IVIA5901",27,3,0.105916666666667,0.105083333333333,"X12",0.0239166666666667,"PD2+Ca",3,"Set A"
"WM1-1",2,1,0.10925,0.108083333333333,"X1",0.01475,"PD2",4,"Set A"
"WM1-1",2,1,0.10925,0.108083333333333,"X2",0.01975,"PD2",4,"Set A"
"WM1-1",2,1,0.10925,0.108083333333333,"X3",0.02575,"PD2",4,"Set A"
"WM1-1",2,1,0.10925,0.108083333333333,"X4",0.02875,"PD2",4,"Set A"
"WM1-1",2,1,0.10925,0.108083333333333,"X5",0.02375,"PD2",4,"Set A"
"WM1-1",2,1,0.10925,0.108083333333333,"X6",0.02475,"PD2",4,"Set A"
"WM1-1",2,1,0.10925,0.108083333333333,"X7",-8.3333333333338e-05,"PD2+Ca",4,"Set A"
"WM1-1",2,1,0.10925,0.108083333333333,"X8",0.0169166666666667,"PD2+Ca",4,"Set A"
"WM1-1",2,1,0.10925,0.108083333333333,"X9",0.00891666666666667,"PD2+Ca",4,"Set A"
"WM1-1",2,1,0.10925,0.108083333333333,"X10",0.0129166666666667,"PD2+Ca",4,"Set A"
"WM1-1",2,1,0.10925,0.108083333333333,"X11",0.00891666666666667,"PD2+Ca",4,"Set A"
"WM1-1",2,1,0.10925,0.108083333333333,"X12",0.00691666666666667,"PD2+Ca",4,"Set A"
"B3SN17.2",3,1,0.10925,0.108083333333333,"X1",0.09675,"PD2",4,"Set A"
"B3SN17.2",3,1,0.10925,0.108083333333333,"X2",0.11375,"PD2",4,"Set A"
"B3SN17.2",3,1,0.10925,0.108083333333333,"X3",0.12375,"PD2",4,"Set A"
"B3SN17.2",3,1,0.10925,0.108083333333333,"X4",0.13375,"PD2",4,"Set A"
"B3SN17.2",3,1,0.10925,0.108083333333333,"X5",0.14975,"PD2",4,"Set A"
"B3SN17.2",3,1,0.10925,0.108083333333333,"X6",0.15275,"PD2",4,"Set A"
"B3SN17.2",3,1,0.10925,0.108083333333333,"X7",0.122916666666667,"PD2+Ca",4,"Set A"
"B3SN17.2",3,1,0.10925,0.108083333333333,"X8",0.130916666666667,"PD2+Ca",4,"Set A"
"B3SN17.2",3,1,0.10925,0.108083333333333,"X9",0.132916666666667,"PD2+Ca",4,"Set A"
"B3SN17.2",3,1,0.10925,0.108083333333333,"X10",0.103916666666667,"PD2+Ca",4,"Set A"
"B3SN17.2",3,1,0.10925,0.108083333333333,"X11",0.102916666666667,"PD2+Ca",4,"Set A"
"B3SN17.2",3,1,0.10925,0.108083333333333,"X12",0.0829166666666667,"PD2+Ca",4,"Set A"
"TemeculaL",4,1,0.10925,0.108083333333333,"X1",0.08875,"PD2",4,"Set A"
"TemeculaL",4,1,0.10925,0.108083333333333,"X2",0.09575,"PD2",4,"Set A"
"TemeculaL",4,1,0.10925,0.108083333333333,"X3",0.10575,"PD2",4,"Set A"
"TemeculaL",4,1,0.10925,0.108083333333333,"X4",0.10775,"PD2",4,"Set A"
"TemeculaL",4,1,0.10925,0.108083333333333,"X5",0.11575,"PD2",4,"Set A"
"TemeculaL",4,1,0.10925,0.108083333333333,"X6",0.11075,"PD2",4,"Set A"
"TemeculaL",4,1,0.10925,0.108083333333333,"X7",0.113916666666667,"PD2+Ca",4,"Set A"
"TemeculaL",4,1,0.10925,0.108083333333333,"X8",0.117916666666667,"PD2+Ca",4,"Set A"
"TemeculaL",4,1,0.10925,0.108083333333333,"X9",0.0919166666666667,"PD2+Ca",4,"Set A"
"TemeculaL",4,1,0.10925,0.108083333333333,"X10",0.0689166666666667,"PD2+Ca",4,"Set A"
"TemeculaL",4,1,0.10925,0.108083333333333,"X11",0.0669166666666667,"PD2+Ca",4,"Set A"
"TemeculaL",4,1,0.10925,0.108083333333333,"X12",0.101916666666667,"PD2+Ca",4,"Set A"
"IVIA53872",5,1,0.10925,0.108083333333333,"X1",0.25075,"PD2",4,"Set A"
"IVIA53872",5,1,0.10925,0.108083333333333,"X2",0.25575,"PD2",4,"Set A"
"IVIA53872",5,1,0.10925,0.108083333333333,"X3",0.29275,"PD2",4,"Set A"
"IVIA53872",5,1,0.10925,0.108083333333333,"X4",0.29175,"PD2",4,"Set A"
"IVIA53872",5,1,0.10925,0.108083333333333,"X5",0.28975,"PD2",4,"Set A"
"IVIA53872",5,1,0.10925,0.108083333333333,"X6",0.30675,"PD2",4,"Set A"
"IVIA53872",5,1,0.10925,0.108083333333333,"X7",0.271916666666667,"PD2+Ca",4,"Set A"
"IVIA53872",5,1,0.10925,0.108083333333333,"X8",0.287916666666667,"PD2+Ca",4,"Set A"
"IVIA53872",5,1,0.10925,0.108083333333333,"X9",0.278916666666667,"PD2+Ca",4,"Set A"
"IVIA53872",5,1,0.10925,0.108083333333333,"X10",0.323916666666667,"PD2+Ca",4,"Set A"
"IVIA53872",5,1,0.10925,0.108083333333333,"X11",0.247916666666667,"PD2+Ca",4,"Set A"
"IVIA53872",5,1,0.10925,0.108083333333333,"X12",0.253916666666667,"PD2+Ca",4,"Set A"
"XF3348",6,1,0.10925,0.108083333333333,"X1",0.06275,"PD2",4,"Set A"
"XF3348",6,1,0.10925,0.108083333333333,"X2",0.05775,"PD2",4,"Set A"
"XF3348",6,1,0.10925,0.108083333333333,"X3",0.05275,"PD2",4,"Set A"
"XF3348",6,1,0.10925,0.108083333333333,"X4",0.07075,"PD2",4,"Set A"
"XF3348",6,1,0.10925,0.108083333333333,"X5",0.05275,"PD2",4,"Set A"
"XF3348",6,1,0.10925,0.108083333333333,"X6",0.07075,"PD2",4,"Set A"
"XF3348",6,1,0.10925,0.108083333333333,"X7",0.0709166666666667,"PD2+Ca",4,"Set A"
"XF3348",6,1,0.10925,0.108083333333333,"X8",0.0719166666666667,"PD2+Ca",4,"Set A"
"XF3348",6,1,0.10925,0.108083333333333,"X9",0.0889166666666667,"PD2+Ca",4,"Set A"
"XF3348",6,1,0.10925,0.108083333333333,"X10",0.0709166666666667,"PD2+Ca",4,"Set A"
"XF3348",6,1,0.10925,0.108083333333333,"X11",0.0609166666666667,"PD2+Ca",4,"Set A"
"XF3348",6,1,0.10925,0.108083333333333,"X12",0.0569166666666667,"PD2+Ca",4,"Set A"
"IVIA5901",7,1,0.10925,0.108083333333333,"X1",0.04075,"PD2",4,"Set A"
"IVIA5901",7,1,0.10925,0.108083333333333,"X2",0.04375,"PD2",4,"Set A"
"IVIA5901",7,1,0.10925,0.108083333333333,"X3",0.04275,"PD2",4,"Set A"
"IVIA5901",7,1,0.10925,0.108083333333333,"X4",0.03875,"PD2",4,"Set A"
"IVIA5901",7,1,0.10925,0.108083333333333,"X5",0.04675,"PD2",4,"Set A"
"IVIA5901",7,1,0.10925,0.108083333333333,"X6",0.04375,"PD2",4,"Set A"
"IVIA5901",7,1,0.10925,0.108083333333333,"X7",0.0329166666666666,"PD2+Ca",4,"Set A"
"IVIA5901",7,1,0.10925,0.108083333333333,"X8",0.0279166666666667,"PD2+Ca",4,"Set A"
"IVIA5901",7,1,0.10925,0.108083333333333,"X9",0.0309166666666667,"PD2+Ca",4,"Set A"
"IVIA5901",7,1,0.10925,0.108083333333333,"X10",0.0229166666666667,"PD2+Ca",4,"Set A"
"IVIA5901",7,1,0.10925,0.108083333333333,"X11",0.0389166666666667,"PD2+Ca",4,"Set A"
"IVIA5901",7,1,0.10925,0.108083333333333,"X12",0.0239166666666667,"PD2+Ca",4,"Set A"
"WM1-1",12,2,0.10525,0.104333333333333,"X1",0.02375,"PD2",4,"Set A"
"WM1-1",12,2,0.10525,0.104333333333333,"X2",0.03775,"PD2",4,"Set A"
"WM1-1",12,2,0.10525,0.104333333333333,"X3",0.03575,"PD2",4,"Set A"
"WM1-1",12,2,0.10525,0.104333333333333,"X4",0.04375,"PD2",4,"Set A"
"WM1-1",12,2,0.10525,0.104333333333333,"X5",0.04475,"PD2",4,"Set A"
"WM1-1",12,2,0.10525,0.104333333333333,"X6",0.04275,"PD2",4,"Set A"
"WM1-1",12,2,0.10525,0.104333333333333,"X7",0.0356666666666667,"PD2+Ca",4,"Set A"
"WM1-1",12,2,0.10525,0.104333333333333,"X8",0.0396666666666667,"PD2+Ca",4,"Set A"
"WM1-1",12,2,0.10525,0.104333333333333,"X9",0.0326666666666667,"PD2+Ca",4,"Set A"
"WM1-1",12,2,0.10525,0.104333333333333,"X10",0.0276666666666667,"PD2+Ca",4,"Set A"
"WM1-1",12,2,0.10525,0.104333333333333,"X11",0.0206666666666667,"PD2+Ca",4,"Set A"
"WM1-1",12,2,0.10525,0.104333333333333,"X12",0.0186666666666667,"PD2+Ca",4,"Set A"
"B3SN17.2",13,2,0.10525,0.104333333333333,"X1",0.12275,"PD2",4,"Set A"
"B3SN17.2",13,2,0.10525,0.104333333333333,"X2",0.14275,"PD2",4,"Set A"
"B3SN17.2",13,2,0.10525,0.104333333333333,"X3",0.13975,"PD2",4,"Set A"
"B3SN17.2",13,2,0.10525,0.104333333333333,"X4",0.16575,"PD2",4,"Set A"
"B3SN17.2",13,2,0.10525,0.104333333333333,"X5",0.16775,"PD2",4,"Set A"
"B3SN17.2",13,2,0.10525,0.104333333333333,"X6",0.17875,"PD2",4,"Set A"
"B3SN17.2",13,2,0.10525,0.104333333333333,"X7",0.132666666666667,"PD2+Ca",4,"Set A"
"B3SN17.2",13,2,0.10525,0.104333333333333,"X8",0.122666666666667,"PD2+Ca",4,"Set A"
"B3SN17.2",13,2,0.10525,0.104333333333333,"X9",0.106666666666667,"PD2+Ca",4,"Set A"
"B3SN17.2",13,2,0.10525,0.104333333333333,"X10",0.0976666666666667,"PD2+Ca",4,"Set A"
"B3SN17.2",13,2,0.10525,0.104333333333333,"X11",0.0906666666666667,"PD2+Ca",4,"Set A"
"B3SN17.2",13,2,0.10525,0.104333333333333,"X12",0.0886666666666667,"PD2+Ca",4,"Set A"
"TemeculaL",14,2,0.10525,0.104333333333333,"X1",0.07575,"PD2",4,"Set A"
"TemeculaL",14,2,0.10525,0.104333333333333,"X2",0.10075,"PD2",4,"Set A"
"TemeculaL",14,2,0.10525,0.104333333333333,"X3",0.12375,"PD2",4,"Set A"
"TemeculaL",14,2,0.10525,0.104333333333333,"X4",0.12075,"PD2",4,"Set A"
"TemeculaL",14,2,0.10525,0.104333333333333,"X5",0.12175,"PD2",4,"Set A"
"TemeculaL",14,2,0.10525,0.104333333333333,"X6",0.12875,"PD2",4,"Set A"
"TemeculaL",14,2,0.10525,0.104333333333333,"X7",0.122666666666667,"PD2+Ca",4,"Set A"
"TemeculaL",14,2,0.10525,0.104333333333333,"X8",0.121666666666667,"PD2+Ca",4,"Set A"
"TemeculaL",14,2,0.10525,0.104333333333333,"X9",0.0976666666666667,"PD2+Ca",4,"Set A"
"TemeculaL",14,2,0.10525,0.104333333333333,"X10",0.0966666666666667,"PD2+Ca",4,"Set A"
"TemeculaL",14,2,0.10525,0.104333333333333,"X11",0.0826666666666667,"PD2+Ca",4,"Set A"
"TemeculaL",14,2,0.10525,0.104333333333333,"X12",0.0716666666666667,"PD2+Ca",4,"Set A"
"IVIA53872",15,2,0.10525,0.104333333333333,"X1",0.21275,"PD2",4,"Set A"
"IVIA53872",15,2,0.10525,0.104333333333333,"X2",0.23575,"PD2",4,"Set A"
"IVIA53872",15,2,0.10525,0.104333333333333,"X3",0.25875,"PD2",4,"Set A"
"IVIA53872",15,2,0.10525,0.104333333333333,"X4",0.29075,"PD2",4,"Set A"
"IVIA53872",15,2,0.10525,0.104333333333333,"X5",0.28175,"PD2",4,"Set A"
"IVIA53872",15,2,0.10525,0.104333333333333,"X6",0.30075,"PD2",4,"Set A"
"IVIA53872",15,2,0.10525,0.104333333333333,"X7",0.325666666666667,"PD2+Ca",4,"Set A"
"IVIA53872",15,2,0.10525,0.104333333333333,"X8",0.328666666666667,"PD2+Ca",4,"Set A"
"IVIA53872",15,2,0.10525,0.104333333333333,"X9",0.315666666666667,"PD2+Ca",4,"Set A"
"IVIA53872",15,2,0.10525,0.104333333333333,"X10",0.316666666666667,"PD2+Ca",4,"Set A"
"IVIA53872",15,2,0.10525,0.104333333333333,"X11",0.267666666666667,"PD2+Ca",4,"Set A"
"IVIA53872",15,2,0.10525,0.104333333333333,"X12",0.241666666666667,"PD2+Ca",4,"Set A"
"XF3348",16,2,0.10525,0.104333333333333,"X1",0.05775,"PD2",4,"Set A"
"XF3348",16,2,0.10525,0.104333333333333,"X2",0.06975,"PD2",4,"Set A"
"XF3348",16,2,0.10525,0.104333333333333,"X3",0.08875,"PD2",4,"Set A"
"XF3348",16,2,0.10525,0.104333333333333,"X4",0.09075,"PD2",4,"Set A"
"XF3348",16,2,0.10525,0.104333333333333,"X5",0.10075,"PD2",4,"Set A"
"XF3348",16,2,0.10525,0.104333333333333,"X6",0.11075,"PD2",4,"Set A"
"XF3348",16,2,0.10525,0.104333333333333,"X7",0.0976666666666667,"PD2+Ca",4,"Set A"
"XF3348",16,2,0.10525,0.104333333333333,"X8",0.0956666666666667,"PD2+Ca",4,"Set A"
"XF3348",16,2,0.10525,0.104333333333333,"X9",0.0946666666666667,"PD2+Ca",4,"Set A"
"XF3348",16,2,0.10525,0.104333333333333,"X10",0.0866666666666667,"PD2+Ca",4,"Set A"
"XF3348",16,2,0.10525,0.104333333333333,"X11",0.0646666666666667,"PD2+Ca",4,"Set A"
"XF3348",16,2,0.10525,0.104333333333333,"X12",0.0536666666666667,"PD2+Ca",4,"Set A"
"IVIA5901",17,2,0.10525,0.104333333333333,"X1",0.04475,"PD2",4,"Set A"
"IVIA5901",17,2,0.10525,0.104333333333333,"X2",0.04075,"PD2",4,"Set A"
"IVIA5901",17,2,0.10525,0.104333333333333,"X3",0.05975,"PD2",4,"Set A"
"IVIA5901",17,2,0.10525,0.104333333333333,"X4",0.06175,"PD2",4,"Set A"
"IVIA5901",17,2,0.10525,0.104333333333333,"X5",0.07475,"PD2",4,"Set A"
"IVIA5901",17,2,0.10525,0.104333333333333,"X6",0.07975,"PD2",4,"Set A"
"IVIA5901",17,2,0.10525,0.104333333333333,"X7",0.0596666666666667,"PD2+Ca",4,"Set A"
"IVIA5901",17,2,0.10525,0.104333333333333,"X8",0.0566666666666667,"PD2+Ca",4,"Set A"
"IVIA5901",17,2,0.10525,0.104333333333333,"X9",0.0496666666666667,"PD2+Ca",4,"Set A"
"IVIA5901",17,2,0.10525,0.104333333333333,"X10",0.0426666666666667,"PD2+Ca",4,"Set A"
"IVIA5901",17,2,0.10525,0.104333333333333,"X11",0.0316666666666667,"PD2+Ca",4,"Set A"
"IVIA5901",17,2,0.10525,0.104333333333333,"X12",0.0316666666666667,"PD2+Ca",4,"Set A"
"WM1-1",22,3,0.105333333333333,0.105916666666667,"X1",0.0316666666666667,"PD2",4,"Set A"
"WM1-1",22,3,0.105333333333333,0.105916666666667,"X2",0.0366666666666667,"PD2",4,"Set A"
"WM1-1",22,3,0.105333333333333,0.105916666666667,"X3",0.0386666666666667,"PD2",4,"Set A"
"WM1-1",22,3,0.105333333333333,0.105916666666667,"X4",0.0446666666666667,"PD2",4,"Set A"
"WM1-1",22,3,0.105333333333333,0.105916666666667,"X5",0.0456666666666667,"PD2",4,"Set A"
"WM1-1",22,3,0.105333333333333,0.105916666666667,"X6",0.0456666666666667,"PD2",4,"Set A"
"WM1-1",22,3,0.105333333333333,0.105916666666667,"X7",0.0350833333333333,"PD2+Ca",4,"Set A"
"WM1-1",22,3,0.105333333333333,0.105916666666667,"X8",0.0310833333333334,"PD2+Ca",4,"Set A"
"WM1-1",22,3,0.105333333333333,0.105916666666667,"X9",0.0250833333333333,"PD2+Ca",4,"Set A"
"WM1-1",22,3,0.105333333333333,0.105916666666667,"X10",0.0200833333333333,"PD2+Ca",4,"Set A"
"WM1-1",22,3,0.105333333333333,0.105916666666667,"X11",0.0190833333333333,"PD2+Ca",4,"Set A"
"WM1-1",22,3,0.105333333333333,0.105916666666667,"X12",0.0190833333333333,"PD2+Ca",4,"Set A"
"B3SN17.2",23,3,0.105333333333333,0.105916666666667,"X1",0.110666666666667,"PD2",4,"Set A"
"B3SN17.2",23,3,0.105333333333333,0.105916666666667,"X2",0.118666666666667,"PD2",4,"Set A"
"B3SN17.2",23,3,0.105333333333333,0.105916666666667,"X3",0.125666666666667,"PD2",4,"Set A"
"B3SN17.2",23,3,0.105333333333333,0.105916666666667,"X4",0.156666666666667,"PD2",4,"Set A"
"B3SN17.2",23,3,0.105333333333333,0.105916666666667,"X5",0.157666666666667,"PD2",4,"Set A"
"B3SN17.2",23,3,0.105333333333333,0.105916666666667,"X6",0.161666666666667,"PD2",4,"Set A"
"B3SN17.2",23,3,0.105333333333333,0.105916666666667,"X7",0.123083333333333,"PD2+Ca",4,"Set A"
"B3SN17.2",23,3,0.105333333333333,0.105916666666667,"X8",0.121083333333333,"PD2+Ca",4,"Set A"
"B3SN17.2",23,3,0.105333333333333,0.105916666666667,"X9",0.120083333333333,"PD2+Ca",4,"Set A"
"B3SN17.2",23,3,0.105333333333333,0.105916666666667,"X10",0.102083333333333,"PD2+Ca",4,"Set A"
"B3SN17.2",23,3,0.105333333333333,0.105916666666667,"X11",0.0890833333333333,"PD2+Ca",4,"Set A"
"B3SN17.2",23,3,0.105333333333333,0.105916666666667,"X12",0.0930833333333334,"PD2+Ca",4,"Set A"
"TemeculaL",24,3,0.105333333333333,0.105916666666667,"X1",0.0806666666666667,"PD2",4,"Set A"
"TemeculaL",24,3,0.105333333333333,0.105916666666667,"X2",0.0906666666666667,"PD2",4,"Set A"
"TemeculaL",24,3,0.105333333333333,0.105916666666667,"X3",0.104666666666667,"PD2",4,"Set A"
"TemeculaL",24,3,0.105333333333333,0.105916666666667,"X4",0.109666666666667,"PD2",4,"Set A"
"TemeculaL",24,3,0.105333333333333,0.105916666666667,"X5",0.107666666666667,"PD2",4,"Set A"
"TemeculaL",24,3,0.105333333333333,0.105916666666667,"X6",0.114666666666667,"PD2",4,"Set A"
"TemeculaL",24,3,0.105333333333333,0.105916666666667,"X7",0.110083333333333,"PD2+Ca",4,"Set A"
"TemeculaL",24,3,0.105333333333333,0.105916666666667,"X8",0.120083333333333,"PD2+Ca",4,"Set A"
"TemeculaL",24,3,0.105333333333333,0.105916666666667,"X9",0.0910833333333333,"PD2+Ca",4,"Set A"
"TemeculaL",24,3,0.105333333333333,0.105916666666667,"X10",0.0980833333333333,"PD2+Ca",4,"Set A"
"TemeculaL",24,3,0.105333333333333,0.105916666666667,"X11",0.0830833333333333,"PD2+Ca",4,"Set A"
"TemeculaL",24,3,0.105333333333333,0.105916666666667,"X12",0.0810833333333333,"PD2+Ca",4,"Set A"
"IVIA53872",25,3,0.105333333333333,0.105916666666667,"X1",0.242666666666667,"PD2",4,"Set A"
"IVIA53872",25,3,0.105333333333333,0.105916666666667,"X2",0.244666666666667,"PD2",4,"Set A"
"IVIA53872",25,3,0.105333333333333,0.105916666666667,"X3",0.273666666666667,"PD2",4,"Set A"
"IVIA53872",25,3,0.105333333333333,0.105916666666667,"X4",0.262666666666667,"PD2",4,"Set A"
"IVIA53872",25,3,0.105333333333333,0.105916666666667,"X5",0.273666666666667,"PD2",4,"Set A"
"IVIA53872",25,3,0.105333333333333,0.105916666666667,"X6",0.323666666666667,"PD2",4,"Set A"
"IVIA53872",25,3,0.105333333333333,0.105916666666667,"X7",0.327083333333333,"PD2+Ca",4,"Set A"
"IVIA53872",25,3,0.105333333333333,0.105916666666667,"X8",0.325083333333333,"PD2+Ca",4,"Set A"
"IVIA53872",25,3,0.105333333333333,0.105916666666667,"X9",0.350083333333333,"PD2+Ca",4,"Set A"
"IVIA53872",25,3,0.105333333333333,0.105916666666667,"X10",0.301083333333333,"PD2+Ca",4,"Set A"
"IVIA53872",25,3,0.105333333333333,0.105916666666667,"X11",0.266083333333333,"PD2+Ca",4,"Set A"
"IVIA53872",25,3,0.105333333333333,0.105916666666667,"X12",0.275083333333333,"PD2+Ca",4,"Set A"
"XF3348",26,3,0.105333333333333,0.105916666666667,"X1",0.0446666666666667,"PD2",4,"Set A"
