"Strains","row_id","Plate","PD2_blank","PD2Ca_blank","Variable","OD","Treatment","Day","Dataset"
"XF3348",6,1,0.108416666666667,0.11,"X1",0.0135833333333333,"PD2",1,"Set A"
"XF3348",6,1,0.108416666666667,0.11,"X2",0.0275833333333333,"PD2",1,"Set A"
"XF3348",6,1,0.108416666666667,0.11,"X3",0.0275833333333333,"PD2",1,"Set A"
"XF3348",6,1,0.108416666666667,0.11,"X4",0.0295833333333334,"PD2",1,"Set A"
"XF3348",6,1,0.108416666666667,0.11,"X5",0.00958333333333333,"PD2",1,"Set A"
"XF3348",6,1,0.108416666666667,0.11,"X6",0.0115833333333333,"PD2",1,"Set A"
"XF3348",6,1,0.108416666666667,0.11,"X7",0.00899999999999999,"PD2+Ca",1,"Set A"
"XF3348",6,1,0.108416666666667,0.11,"X8",0.00899999999999999,"PD2+Ca",1,"Set A"
"XF3348",6,1,0.108416666666667,0.11,"X9",0.024,"PD2+Ca",1,"Set A"
"XF3348",6,1,0.108416666666667,0.11,"X10",0.019,"PD2+Ca",1,"Set A"
"XF3348",6,1,0.108416666666667,0.11,"X11",0.00700000000000001,"PD2+Ca",1,"Set A"
"XF3348",6,1,0.108416666666667,0.11,"X12",0.012,"PD2+Ca",1,"Set A"
"IVIA5901",7,1,0.108416666666667,0.11,"X1",0.00358333333333334,"PD2",1,"Set A"
"IVIA5901",7,1,0.108416666666667,0.11,"X2",0.0105833333333333,"PD2",1,"Set A"
"IVIA5901",7,1,0.108416666666667,0.11,"X3",0.0125833333333333,"PD2",1,"Set A"
"IVIA5901",7,1,0.108416666666667,0.11,"X4",0.00758333333333334,"PD2",1,"Set A"
"IVIA5901",7,1,0.108416666666667,0.11,"X5",0.00458333333333334,"PD2",1,"Set A"
"IVIA5901",7,1,0.108416666666667,0.11,"X6",0.00258333333333334,"PD2",1,"Set A"
"IVIA5901",7,1,0.108416666666667,0.11,"X7",-0.001,"PD2+Ca",1,"Set A"
"IVIA5901",7,1,0.108416666666667,0.11,"X8",-0.001,"PD2+Ca",1,"Set A"
"IVIA5901",7,1,0.108416666666667,0.11,"X9",0,"PD2+Ca",1,"Set A"
"IVIA5901",7,1,0.108416666666667,0.11,"X10",0.002,"PD2+Ca",1,"Set A"
"IVIA5901",7,1,0.108416666666667,0.11,"X11",-0.001,"PD2+Ca",1,"Set A"
"IVIA5901",7,1,0.108416666666667,0.11,"X12",0.002,"PD2+Ca",1,"Set A"
"WM1-1",12,2,0.1065,0.1055,"X1",0.0035,"PD2",1,"Set A"
"WM1-1",12,2,0.1065,0.1055,"X2",0.0175,"PD2",1,"Set A"
"WM1-1",12,2,0.1065,0.1055,"X3",0.0195,"PD2",1,"Set A"
"WM1-1",12,2,0.1065,0.1055,"X4",0.0225,"PD2",1,"Set A"
"WM1-1",12,2,0.1065,0.1055,"X5",0.0205,"PD2",1,"Set A"
"WM1-1",12,2,0.1065,0.1055,"X6",0.0165,"PD2",1,"Set A"
"WM1-1",12,2,0.1065,0.1055,"X7",0.0155,"PD2+Ca",1,"Set A"
"WM1-1",12,2,0.1065,0.1055,"X8",0.0165,"PD2+Ca",1,"Set A"
"WM1-1",12,2,0.1065,0.1055,"X9",0.0165,"PD2+Ca",1,"Set A"
"WM1-1",12,2,0.1065,0.1055,"X10",0.0135,"PD2+Ca",1,"Set A"
"WM1-1",12,2,0.1065,0.1055,"X11",0.00650000000000001,"PD2+Ca",1,"Set A"
"WM1-1",12,2,0.1065,0.1055,"X12",0.0045,"PD2+Ca",1,"Set A"
"B3SN17.2",13,2,0.1065,0.1055,"X1",0.0055,"PD2",1,"Set A"
"B3SN17.2",13,2,0.1065,0.1055,"X2",0.0245,"PD2",1,"Set A"
"B3SN17.2",13,2,0.1065,0.1055,"X3",0.0315,"PD2",1,"Set A"
"B3SN17.2",13,2,0.1065,0.1055,"X4",0.0275,"PD2",1,"Set A"
"B3SN17.2",13,2,0.1065,0.1055,"X5",0.0235,"PD2",1,"Set A"
"B3SN17.2",13,2,0.1065,0.1055,"X6",0.0225,"PD2",1,"Set A"
"B3SN17.2",13,2,0.1065,0.1055,"X7",0.0225,"PD2+Ca",1,"Set A"
"B3SN17.2",13,2,0.1065,0.1055,"X8",0.0195,"PD2+Ca",1,"Set A"
"B3SN17.2",13,2,0.1065,0.1055,"X9",0.0205,"PD2+Ca",1,"Set A"
"B3SN17.2",13,2,0.1065,0.1055,"X10",0.0175,"PD2+Ca",1,"Set A"
"B3SN17.2",13,2,0.1065,0.1055,"X11",0.0145,"PD2+Ca",1,"Set A"
"B3SN17.2",13,2,0.1065,0.1055,"X12",0.0055,"PD2+Ca",1,"Set A"
"TemeculaL",14,2,0.1065,0.1055,"X1",0.0045,"PD2",1,"Set A"
"TemeculaL",14,2,0.1065,0.1055,"X2",0.0255,"PD2",1,"Set A"
"TemeculaL",14,2,0.1065,0.1055,"X3",0.0305,"PD2",1,"Set A"
"TemeculaL",14,2,0.1065,0.1055,"X4",0.0275,"PD2",1,"Set A"
"TemeculaL",14,2,0.1065,0.1055,"X5",0.0245,"PD2",1,"Set A"
"TemeculaL",14,2,0.1065,0.1055,"X6",0.0225,"PD2",1,"Set A"
"TemeculaL",14,2,0.1065,0.1055,"X7",0.0185,"PD2+Ca",1,"Set A"
"TemeculaL",14,2,0.1065,0.1055,"X8",0.0215,"PD2+Ca",1,"Set A"
"TemeculaL",14,2,0.1065,0.1055,"X9",0.0195,"PD2+Ca",1,"Set A"
"TemeculaL",14,2,0.1065,0.1055,"X10",0.0185,"PD2+Ca",1,"Set A"
"TemeculaL",14,2,0.1065,0.1055,"X11",0.0145,"PD2+Ca",1,"Set A"
"TemeculaL",14,2,0.1065,0.1055,"X12",0.0055,"PD2+Ca",1,"Set A"
"IVIA53872",15,2,0.1065,0.1055,"X1",0.00650000000000001,"PD2",1,"Set A"
"IVIA53872",15,2,0.1065,0.1055,"X2",0.0295,"PD2",1,"Set A"
"IVIA53872",15,2,0.1065,0.1055,"X3",0.0315,"PD2",1,"Set A"
"IVIA53872",15,2,0.1065,0.1055,"X4",0.0305,"PD2",1,"Set A"
"IVIA53872",15,2,0.1065,0.1055,"X5",0.0275,"PD2",1,"Set A"
"IVIA53872",15,2,0.1065,0.1055,"X6",0.0285,"PD2",1,"Set A"
"IVIA53872",15,2,0.1065,0.1055,"X7",0.0285,"PD2+Ca",1,"Set A"
"IVIA53872",15,2,0.1065,0.1055,"X8",0.0285,"PD2+Ca",1,"Set A"
"IVIA53872",15,2,0.1065,0.1055,"X9",0.0255,"PD2+Ca",1,"Set A"
"IVIA53872",15,2,0.1065,0.1055,"X10",0.0285,"PD2+Ca",1,"Set A"
"IVIA53872",15,2,0.1065,0.1055,"X11",0.0235,"PD2+Ca",1,"Set A"
"IVIA53872",15,2,0.1065,0.1055,"X12",0.00750000000000001,"PD2+Ca",1,"Set A"
"XF3348",16,2,0.1065,0.1055,"X1",0.0155,"PD2",1,"Set A"
"XF3348",16,2,0.1065,0.1055,"X2",0.0315,"PD2",1,"Set A"
"XF3348",16,2,0.1065,0.1055,"X3",0.0395,"PD2",1,"Set A"
"XF3348",16,2,0.1065,0.1055,"X4",0.0365,"PD2",1,"Set A"
"XF3348",16,2,0.1065,0.1055,"X5",0.0375,"PD2",1,"Set A"
"XF3348",16,2,0.1065,0.1055,"X6",0.0445,"PD2",1,"Set A"
"XF3348",16,2,0.1065,0.1055,"X7",0.0355,"PD2+Ca",1,"Set A"
"XF3348",16,2,0.1065,0.1055,"X8",0.0335,"PD2+Ca",1,"Set A"
"XF3348",16,2,0.1065,0.1055,"X9",0.0365,"PD2+Ca",1,"Set A"
"XF3348",16,2,0.1065,0.1055,"X10",0.0385,"PD2+Ca",1,"Set A"
"XF3348",16,2,0.1065,0.1055,"X11",0.0335,"PD2+Ca",1,"Set A"
"XF3348",16,2,0.1065,0.1055,"X12",0.00850000000000001,"PD2+Ca",1,"Set A"
"IVIA5901",17,2,0.1065,0.1055,"X1",0.0025,"PD2",1,"Set A"
"IVIA5901",17,2,0.1065,0.1055,"X2",0.0205,"PD2",1,"Set A"
"IVIA5901",17,2,0.1065,0.1055,"X3",0.0275,"PD2",1,"Set A"
"IVIA5901",17,2,0.1065,0.1055,"X4",0.0245,"PD2",1,"Set A"
"IVIA5901",17,2,0.1065,0.1055,"X5",0.0215,"PD2",1,"Set A"
"IVIA5901",17,2,0.1065,0.1055,"X6",0.0195,"PD2",1,"Set A"
"IVIA5901",17,2,0.1065,0.1055,"X7",0.0195,"PD2+Ca",1,"Set A"
"IVIA5901",17,2,0.1065,0.1055,"X8",0.0225,"PD2+Ca",1,"Set A"
"IVIA5901",17,2,0.1065,0.1055,"X9",0.0175,"PD2+Ca",1,"Set A"
"IVIA5901",17,2,0.1065,0.1055,"X10",0.0135,"PD2+Ca",1,"Set A"
"IVIA5901",17,2,0.1065,0.1055,"X11",0.0145,"PD2+Ca",1,"Set A"
"IVIA5901",17,2,0.1065,0.1055,"X12",0.0035,"PD2+Ca",1,"Set A"
"WM1-1",22,3,0.107083333333333,0.108916666666667,"X1",0.00291666666666666,"PD2",1,"Set A"
"WM1-1",22,3,0.107083333333333,0.108916666666667,"X2",0.0129166666666667,"PD2",1,"Set A"
"WM1-1",22,3,0.107083333333333,0.108916666666667,"X3",0.0139166666666667,"PD2",1,"Set A"
"WM1-1",22,3,0.107083333333333,0.108916666666667,"X4",0.0169166666666667,"PD2",1,"Set A"
"WM1-1",22,3,0.107083333333333,0.108916666666667,"X5",0.0169166666666667,"PD2",1,"Set A"
"WM1-1",22,3,0.107083333333333,0.108916666666667,"X6",0.0169166666666667,"PD2",1,"Set A"
"WM1-1",22,3,0.107083333333333,0.108916666666667,"X7",0.0150833333333333,"PD2+Ca",1,"Set A"
"WM1-1",22,3,0.107083333333333,0.108916666666667,"X8",0.0130833333333333,"PD2+Ca",1,"Set A"
"WM1-1",22,3,0.107083333333333,0.108916666666667,"X9",0.00908333333333333,"PD2+Ca",1,"Set A"
"WM1-1",22,3,0.107083333333333,0.108916666666667,"X10",0.00808333333333335,"PD2+Ca",1,"Set A"
"WM1-1",22,3,0.107083333333333,0.108916666666667,"X11",0.00408333333333334,"PD2+Ca",1,"Set A"
"WM1-1",22,3,0.107083333333333,0.108916666666667,"X12",0.00108333333333334,"PD2+Ca",1,"Set A"
"B3SN17.2",23,3,0.107083333333333,0.108916666666667,"X1",0.00391666666666667,"PD2",1,"Set A"
"B3SN17.2",23,3,0.107083333333333,0.108916666666667,"X2",0.0149166666666667,"PD2",1,"Set A"
"B3SN17.2",23,3,0.107083333333333,0.108916666666667,"X3",0.0169166666666667,"PD2",1,"Set A"
"B3SN17.2",23,3,0.107083333333333,0.108916666666667,"X4",0.0199166666666667,"PD2",1,"Set A"
"B3SN17.2",23,3,0.107083333333333,0.108916666666667,"X5",0.0209166666666667,"PD2",1,"Set A"
"B3SN17.2",23,3,0.107083333333333,0.108916666666667,"X6",0.0209166666666667,"PD2",1,"Set A"
"B3SN17.2",23,3,0.107083333333333,0.108916666666667,"X7",0.0180833333333333,"PD2+Ca",1,"Set A"
"B3SN17.2",23,3,0.107083333333333,0.108916666666667,"X8",0.0180833333333333,"PD2+Ca",1,"Set A"
"B3SN17.2",23,3,0.107083333333333,0.108916666666667,"X9",0.0170833333333333,"PD2+Ca",1,"Set A"
"B3SN17.2",23,3,0.107083333333333,0.108916666666667,"X10",0.0150833333333333,"PD2+Ca",1,"Set A"
"B3SN17.2",23,3,0.107083333333333,0.108916666666667,"X11",0.00708333333333334,"PD2+Ca",1,"Set A"
"B3SN17.2",23,3,0.107083333333333,0.108916666666667,"X12",0.00108333333333334,"PD2+Ca",1,"Set A"
"TemeculaL",24,3,0.107083333333333,0.108916666666667,"X1",0.00291666666666666,"PD2",1,"Set A"
"TemeculaL",24,3,0.107083333333333,0.108916666666667,"X2",0.0119166666666667,"PD2",1,"Set A"
"TemeculaL",24,3,0.107083333333333,0.108916666666667,"X3",0.0189166666666667,"PD2",1,"Set A"
"TemeculaL",24,3,0.107083333333333,0.108916666666667,"X4",0.0189166666666667,"PD2",1,"Set A"
"TemeculaL",24,3,0.107083333333333,0.108916666666667,"X5",0.0219166666666667,"PD2",1,"Set A"
"TemeculaL",24,3,0.107083333333333,0.108916666666667,"X6",0.0229166666666667,"PD2",1,"Set A"
"TemeculaL",24,3,0.107083333333333,0.108916666666667,"X7",0.0170833333333333,"PD2+Ca",1,"Set A"
"TemeculaL",24,3,0.107083333333333,0.108916666666667,"X8",0.0180833333333333,"PD2+Ca",1,"Set A"
"TemeculaL",24,3,0.107083333333333,0.108916666666667,"X9",0.0190833333333333,"PD2+Ca",1,"Set A"
"TemeculaL",24,3,0.107083333333333,0.108916666666667,"X10",0.0140833333333333,"PD2+Ca",1,"Set A"
"TemeculaL",24,3,0.107083333333333,0.108916666666667,"X11",0.00708333333333334,"PD2+Ca",1,"Set A"
"TemeculaL",24,3,0.107083333333333,0.108916666666667,"X12",0.00108333333333334,"PD2+Ca",1,"Set A"
"IVIA53872",25,3,0.107083333333333,0.108916666666667,"X1",0.00691666666666667,"PD2",1,"Set A"
"IVIA53872",25,3,0.107083333333333,0.108916666666667,"X2",0.0169166666666667,"PD2",1,"Set A"
"IVIA53872",25,3,0.107083333333333,0.108916666666667,"X3",0.0259166666666667,"PD2",1,"Set A"
"IVIA53872",25,3,0.107083333333333,0.108916666666667,"X4",0.0199166666666667,"PD2",1,"Set A"
"IVIA53872",25,3,0.107083333333333,0.108916666666667,"X5",0.0209166666666667,"PD2",1,"Set A"
"IVIA53872",25,3,0.107083333333333,0.108916666666667,"X6",0.0239166666666667,"PD2",1,"Set A"
"IVIA53872",25,3,0.107083333333333,0.108916666666667,"X7",0.0270833333333333,"PD2+Ca",1,"Set A"
"IVIA53872",25,3,0.107083333333333,0.108916666666667,"X8",0.0230833333333333,"PD2+Ca",1,"Set A"
"IVIA53872",25,3,0.107083333333333,0.108916666666667,"X9",0.0230833333333333,"PD2+Ca",1,"Set A"
"IVIA53872",25,3,0.107083333333333,0.108916666666667,"X10",0.0180833333333333,"PD2+Ca",1,"Set A"
"IVIA53872",25,3,0.107083333333333,0.108916666666667,"X11",0.0110833333333333,"PD2+Ca",1,"Set A"
"IVIA53872",25,3,0.107083333333333,0.108916666666667,"X12",0.00708333333333334,"PD2+Ca",1,"Set A"
"XF3348",26,3,0.107083333333333,0.108916666666667,"X1",0.00791666666666667,"PD2",1,"Set A"
"XF3348",26,3,0.107083333333333,0.108916666666667,"X2",0.0219166666666667,"PD2",1,"Set A"
"XF3348",26,3,0.107083333333333,0.108916666666667,"X3",0.0209166666666667,"PD2",1,"Set A"
"XF3348",26,3,0.107083333333333,0.108916666666667,"X4",0.0339166666666667,"PD2",1,"Set A"
"XF3348",26,3,0.107083333333333,0.108916666666667,"X5",0.0429166666666667,"PD2",1,"Set A"
"XF3348",26,3,0.107083333333333,0.108916666666667,"X6",0.0219166666666667,"PD2",1,"Set A"
"XF3348",26,3,0.107083333333333,0.108916666666667,"X7",0.0280833333333333,"PD2+Ca",1,"Set A"
"XF3348",26,3,0.107083333333333,0.108916666666667,"X8",0.0280833333333333,"PD2+Ca",1,"Set A"
"XF3348",26,3,0.107083333333333,0.108916666666667,"X9",0.0320833333333333,"PD2+Ca",1,"Set A"
"XF3348",26,3,0.107083333333333,0.108916666666667,"X10",0.0250833333333333,"PD2+Ca",1,"Set A"
"XF3348",26,3,0.107083333333333,0.108916666666667,"X11",0.0150833333333333,"PD2+Ca",1,"Set A"
"XF3348",26,3,0.107083333333333,0.108916666666667,"X12",0.00208333333333334,"PD2+Ca",1,"Set A"
"IVIA5901",27,3,0.107083333333333,0.108916666666667,"X1",0.00191666666666666,"PD2",1,"Set A"
"IVIA5901",27,3,0.107083333333333,0.108916666666667,"X2",0.0109166666666667,"PD2",1,"Set A"
"IVIA5901",27,3,0.107083333333333,0.108916666666667,"X3",0.0149166666666667,"PD2",1,"Set A"
"IVIA5901",27,3,0.107083333333333,0.108916666666667,"X4",0.0239166666666667,"PD2",1,"Set A"
"IVIA5901",27,3,0.107083333333333,0.108916666666667,"X5",0.0169166666666667,"PD2",1,"Set A"
"IVIA5901",27,3,0.107083333333333,0.108916666666667,"X6",0.0149166666666667,"PD2",1,"Set A"
"IVIA5901",27,3,0.107083333333333,0.108916666666667,"X7",0.0220833333333333,"PD2+Ca",1,"Set A"
"IVIA5901",27,3,0.107083333333333,0.108916666666667,"X8",0.0130833333333333,"PD2+Ca",1,"Set A"
"IVIA5901",27,3,0.107083333333333,0.108916666666667,"X9",0.0150833333333333,"PD2+Ca",1,"Set A"
"IVIA5901",27,3,0.107083333333333,0.108916666666667,"X10",0.0150833333333333,"PD2+Ca",1,"Set A"
"IVIA5901",27,3,0.107083333333333,0.108916666666667,"X11",0.00808333333333335,"PD2+Ca",1,"Set A"
"IVIA5901",27,3,0.107083333333333,0.108916666666667,"X12",0.00108333333333334,"PD2+Ca",1,"Set A"
"WM1-1",2,1,0.10725,0.109083333333333,"X1",0.00675000000000001,"PD2",2,"Set A"
"WM1-1",2,1,0.10725,0.109083333333333,"X2",0.01275,"PD2",2,"Set A"
"WM1-1",2,1,0.10725,0.109083333333333,"X3",0.01375,"PD2",2,"Set A"
"WM1-1",2,1,0.10725,0.109083333333333,"X4",0.01375,"PD2",2,"Set A"
"WM1-1",2,1,0.10725,0.109083333333333,"X5",0.00675000000000001,"PD2",2,"Set A"
"WM1-1",2,1,0.10725,0.109083333333333,"X6",0.00975000000000001,"PD2",2,"Set A"
"WM1-1",2,1,0.10725,0.109083333333333,"X7",-0.00608333333333334,"PD2+Ca",2,"Set A"
"WM1-1",2,1,0.10725,0.109083333333333,"X8",0.00291666666666666,"PD2+Ca",2,"Set A"
"WM1-1",2,1,0.10725,0.109083333333333,"X9",0.00291666666666666,"PD2+Ca",2,"Set A"
"WM1-1",2,1,0.10725,0.109083333333333,"X10",0.00391666666666667,"PD2+Ca",2,"Set A"
"WM1-1",2,1,0.10725,0.109083333333333,"X11",0.00391666666666667,"PD2+Ca",2,"Set A"
"WM1-1",2,1,0.10725,0.109083333333333,"X12",0.00291666666666666,"PD2+Ca",2,"Set A"
"B3SN17.2",3,1,0.10725,0.109083333333333,"X1",0.05675,"PD2",2,"Set A"
"B3SN17.2",3,1,0.10725,0.109083333333333,"X2",0.06075,"PD2",2,"Set A"
"B3SN17.2",3,1,0.10725,0.109083333333333,"X3",0.06775,"PD2",2,"Set A"
"B3SN17.2",3,1,0.10725,0.109083333333333,"X4",0.06475,"PD2",2,"Set A"
"B3SN17.2",3,1,0.10725,0.109083333333333,"X5",0.07075,"PD2",2,"Set A"
"B3SN17.2",3,1,0.10725,0.109083333333333,"X6",0.07375,"PD2",2,"Set A"
"B3SN17.2",3,1,0.10725,0.109083333333333,"X7",0.0449166666666667,"PD2+Ca",2,"Set A"
"B3SN17.2",3,1,0.10725,0.109083333333333,"X8",0.0479166666666667,"PD2+Ca",2,"Set A"
"B3SN17.2",3,1,0.10725,0.109083333333333,"X9",0.0439166666666667,"PD2+Ca",2,"Set A"
"B3SN17.2",3,1,0.10725,0.109083333333333,"X10",0.0399166666666667,"PD2+Ca",2,"Set A"
"B3SN17.2",3,1,0.10725,0.109083333333333,"X11",0.0389166666666667,"PD2+Ca",2,"Set A"
"B3SN17.2",3,1,0.10725,0.109083333333333,"X12",0.0379166666666667,"PD2+Ca",2,"Set A"
"TemeculaL",4,1,0.10725,0.109083333333333,"X1",0.02375,"PD2",2,"Set A"
"TemeculaL",4,1,0.10725,0.109083333333333,"X2",0.02975,"PD2",2,"Set A"
"TemeculaL",4,1,0.10725,0.109083333333333,"X3",0.03375,"PD2",2,"Set A"
"TemeculaL",4,1,0.10725,0.109083333333333,"X4",0.02775,"PD2",2,"Set A"
"TemeculaL",4,1,0.10725,0.109083333333333,"X5",0.03675,"PD2",2,"Set A"
"TemeculaL",4,1,0.10725,0.109083333333333,"X6",0.02575,"PD2",2,"Set A"
"TemeculaL",4,1,0.10725,0.109083333333333,"X7",0.0169166666666667,"PD2+Ca",2,"Set A"
"TemeculaL",4,1,0.10725,0.109083333333333,"X8",0.0189166666666667,"PD2+Ca",2,"Set A"
"TemeculaL",4,1,0.10725,0.109083333333333,"X9",0.0179166666666667,"PD2+Ca",2,"Set A"
"TemeculaL",4,1,0.10725,0.109083333333333,"X10",0.0189166666666667,"PD2+Ca",2,"Set A"
"TemeculaL",4,1,0.10725,0.109083333333333,"X11",0.0189166666666667,"PD2+Ca",2,"Set A"
"TemeculaL",4,1,0.10725,0.109083333333333,"X12",0.0249166666666667,"PD2+Ca",2,"Set A"
"IVIA53872",5,1,0.10725,0.109083333333333,"X1",0.11775,"PD2",2,"Set A"
"IVIA53872",5,1,0.10725,0.109083333333333,"X2",0.09975,"PD2",2,"Set A"
"IVIA53872",5,1,0.10725,0.109083333333333,"X3",0.10975,"PD2",2,"Set A"
"IVIA53872",5,1,0.10725,0.109083333333333,"X4",0.12375,"PD2",2,"Set A"
"IVIA53872",5,1,0.10725,0.109083333333333,"X5",0.14575,"PD2",2,"Set A"
"IVIA53872",5,1,0.10725,0.109083333333333,"X6",0.16175,"PD2",2,"Set A"
"IVIA53872",5,1,0.10725,0.109083333333333,"X7",0.185916666666667,"PD2+Ca",2,"Set A"
"IVIA53872",5,1,0.10725,0.109083333333333,"X8",0.196916666666667,"PD2+Ca",2,"Set A"
"IVIA53872",5,1,0.10725,0.109083333333333,"X9",0.172916666666667,"PD2+Ca",2,"Set A"
"IVIA53872",5,1,0.10725,0.109083333333333,"X10",0.133916666666667,"PD2+Ca",2,"Set A"
"IVIA53872",5,1,0.10725,0.109083333333333,"X11",0.132916666666667,"PD2+Ca",2,"Set A"
"IVIA53872",5,1,0.10725,0.109083333333333,"X12",0.112916666666667,"PD2+Ca",2,"Set A"
"XF3348",6,1,0.10725,0.109083333333333,"X1",0.02575,"PD2",2,"Set A"
"XF3348",6,1,0.10725,0.109083333333333,"X2",0.02675,"PD2",2,"Set A"
"XF3348",6,1,0.10725,0.109083333333333,"X3",0.02375,"PD2",2,"Set A"
"XF3348",6,1,0.10725,0.109083333333333,"X4",0.03675,"PD2",2,"Set A"
"XF3348",6,1,0.10725,0.109083333333333,"X5",0.02175,"PD2",2,"Set A"
"XF3348",6,1,0.10725,0.109083333333333,"X6",0.02975,"PD2",2,"Set A"
"XF3348",6,1,0.10725,0.109083333333333,"X7",0.0219166666666667,"PD2+Ca",2,"Set A"
"XF3348",6,1,0.10725,0.109083333333333,"X8",0.0229166666666667,"PD2+Ca",2,"Set A"
"XF3348",6,1,0.10725,0.109083333333333,"X9",0.0369166666666667,"PD2+Ca",2,"Set A"
"XF3348",6,1,0.10725,0.109083333333333,"X10",0.0219166666666667,"PD2+Ca",2,"Set A"
"XF3348",6,1,0.10725,0.109083333333333,"X11",0.0179166666666667,"PD2+Ca",2,"Set A"
"XF3348",6,1,0.10725,0.109083333333333,"X12",0.0189166666666667,"PD2+Ca",2,"Set A"
"IVIA5901",7,1,0.10725,0.109083333333333,"X1",0.01475,"PD2",2,"Set A"
"IVIA5901",7,1,0.10725,0.109083333333333,"X2",0.02375,"PD2",2,"Set A"
"IVIA5901",7,1,0.10725,0.109083333333333,"X3",0.01075,"PD2",2,"Set A"
"IVIA5901",7,1,0.10725,0.109083333333333,"X4",0.00975000000000001,"PD2",2,"Set A"
"IVIA5901",7,1,0.10725,0.109083333333333,"X5",0.01175,"PD2",2,"Set A"
"IVIA5901",7,1,0.10725,0.109083333333333,"X6",0.00975000000000001,"PD2",2,"Set A"
"IVIA5901",7,1,0.10725,0.109083333333333,"X7",0.00491666666666667,"PD2+Ca",2,"Set A"
"IVIA5901",7,1,0.10725,0.109083333333333,"X8",0.00491666666666667,"PD2+Ca",2,"Set A"
"IVIA5901",7,1,0.10725,0.109083333333333,"X9",0.0139166666666667,"PD2+Ca",2,"Set A"
"IVIA5901",7,1,0.10725,0.109083333333333,"X10",0.0129166666666667,"PD2+Ca",2,"Set A"
"IVIA5901",7,1,0.10725,0.109083333333333,"X11",0.0269166666666667,"PD2+Ca",2,"Set A"
"IVIA5901",7,1,0.10725,0.109083333333333,"X12",0.00691666666666667,"PD2+Ca",2,"Set A"
"WM1-1",12,2,0.105833333333333,0.104833333333333,"X1",0.0111666666666667,"PD2",2,"Set A"
"WM1-1",12,2,0.105833333333333,0.104833333333333,"X2",0.0111666666666667,"PD2",2,"Set A"
"WM1-1",12,2,0.105833333333333,0.104833333333333,"X3",0.0121666666666667,"PD2",2,"Set A"
"WM1-1",12,2,0.105833333333333,0.104833333333333,"X4",0.0131666666666667,"PD2",2,"Set A"
"WM1-1",12,2,0.105833333333333,0.104833333333333,"X5",0.0141666666666667,"PD2",2,"Set A"
"WM1-1",12,2,0.105833333333333,0.104833333333333,"X6",0.0111666666666667,"PD2",2,"Set A"
"WM1-1",12,2,0.105833333333333,0.104833333333333,"X7",0.0101666666666667,"PD2+Ca",2,"Set A"
"WM1-1",12,2,0.105833333333333,0.104833333333333,"X8",0.0111666666666667,"PD2+Ca",2,"Set A"
"WM1-1",12,2,0.105833333333333,0.104833333333333,"X9",0.0111666666666667,"PD2+Ca",2,"Set A"
"WM1-1",12,2,0.105833333333333,0.104833333333333,"X10",0.0101666666666667,"PD2+Ca",2,"Set A"
"WM1-1",12,2,0.105833333333333,0.104833333333333,"X11",0.0111666666666667,"PD2+Ca",2,"Set A"
"WM1-1",12,2,0.105833333333333,0.104833333333333,"X12",0.0101666666666667,"PD2+Ca",2,"Set A"
"B3SN17.2",13,2,0.105833333333333,0.104833333333333,"X1",0.0641666666666667,"PD2",2,"Set A"
"B3SN17.2",13,2,0.105833333333333,0.104833333333333,"X2",0.0641666666666667,"PD2",2,"Set A"
"B3SN17.2",13,2,0.105833333333333,0.104833333333333,"X3",0.0621666666666667,"PD2",2,"Set A"
"B3SN17.2",13,2,0.105833333333333,0.104833333333333,"X4",0.0631666666666667,"PD2",2,"Set A"
"B3SN17.2",13,2,0.105833333333333,0.104833333333333,"X5",0.0641666666666667,"PD2",2,"Set A"
"B3SN17.2",13,2,0.105833333333333,0.104833333333333,"X6",0.0651666666666667,"PD2",2,"Set A"
"B3SN17.2",13,2,0.105833333333333,0.104833333333333,"X7",0.0541666666666667,"PD2+Ca",2,"Set A"
"B3SN17.2",13,2,0.105833333333333,0.104833333333333,"X8",0.0561666666666667,"PD2+Ca",2,"Set A"
"B3SN17.2",13,2,0.105833333333333,0.104833333333333,"X9",0.0521666666666667,"PD2+Ca",2,"Set A"
"B3SN17.2",13,2,0.105833333333333,0.104833333333333,"X10",0.0481666666666667,"PD2+Ca",2,"Set A"
"B3SN17.2",13,2,0.105833333333333,0.104833333333333,"X11",0.0491666666666667,"PD2+Ca",2,"Set A"
"B3SN17.2",13,2,0.105833333333333,0.104833333333333,"X12",0.0471666666666667,"PD2+Ca",2,"Set A"
"TemeculaL",14,2,0.105833333333333,0.104833333333333,"X1",0.0291666666666667,"PD2",2,"Set A"
"TemeculaL",14,2,0.105833333333333,0.104833333333333,"X2",0.0241666666666667,"PD2",2,"Set A"
"TemeculaL",14,2,0.105833333333333,0.104833333333333,"X3",0.0251666666666667,"PD2",2,"Set A"
"TemeculaL",14,2,0.105833333333333,0.104833333333333,"X4",0.0251666666666667,"PD2",2,"Set A"
"TemeculaL",14,2,0.105833333333333,0.104833333333333,"X5",0.0271666666666667,"PD2",2,"Set A"
"TemeculaL",14,2,0.105833333333333,0.104833333333333,"X6",0.0301666666666667,"PD2",2,"Set A"
"TemeculaL",14,2,0.105833333333333,0.104833333333333,"X7",0.0301666666666667,"PD2+Ca",2,"Set A"
"TemeculaL",14,2,0.105833333333333,0.104833333333333,"X8",0.0261666666666667,"PD2+Ca",2,"Set A"
