"","Strains","row_id","Plate","PD2_blank","PD2Ca_blank","Variable","OD","Treatment","Day"
"856","IVIA5901",27,3,0.105916666666667,0.105083333333333,"X4",0.0170833333333333,"PD2",3
"857","IVIA5901",27,3,0.105916666666667,0.105083333333333,"X5",0.0190833333333333,"PD2",3
"858","IVIA5901",27,3,0.105916666666667,0.105083333333333,"X6",0.0180833333333333,"PD2",3
"859","IVIA5901",27,3,0.105916666666667,0.105083333333333,"X7",0.0219166666666667,"PD2+Ca",3
"860","IVIA5901",27,3,0.105916666666667,0.105083333333333,"X8",0.0189166666666667,"PD2+Ca",3
"861","IVIA5901",27,3,0.105916666666667,0.105083333333333,"X9",0.0179166666666667,"PD2+Ca",3
"862","IVIA5901",27,3,0.105916666666667,0.105083333333333,"X10",0.0229166666666667,"PD2+Ca",3
"863","IVIA5901",27,3,0.105916666666667,0.105083333333333,"X11",0.0289166666666667,"PD2+Ca",3
"864","IVIA5901",27,3,0.105916666666667,0.105083333333333,"X12",0.0239166666666667,"PD2+Ca",3
"865","WM1-1",2,1,0.10925,0.108083333333333,"X1",0.01475,"PD2",4
"866","WM1-1",2,1,0.10925,0.108083333333333,"X2",0.01975,"PD2",4
"867","WM1-1",2,1,0.10925,0.108083333333333,"X3",0.02575,"PD2",4
"868","WM1-1",2,1,0.10925,0.108083333333333,"X4",0.02875,"PD2",4
"869","WM1-1",2,1,0.10925,0.108083333333333,"X5",0.02375,"PD2",4
"870","WM1-1",2,1,0.10925,0.108083333333333,"X6",0.02475,"PD2",4
"871","WM1-1",2,1,0.10925,0.108083333333333,"X7",-8.3333333333338e-05,"PD2+Ca",4
"872","WM1-1",2,1,0.10925,0.108083333333333,"X8",0.0169166666666667,"PD2+Ca",4
"873","WM1-1",2,1,0.10925,0.108083333333333,"X9",0.00891666666666667,"PD2+Ca",4
"874","WM1-1",2,1,0.10925,0.108083333333333,"X10",0.0129166666666667,"PD2+Ca",4
"875","WM1-1",2,1,0.10925,0.108083333333333,"X11",0.00891666666666667,"PD2+Ca",4
"876","WM1-1",2,1,0.10925,0.108083333333333,"X12",0.00691666666666667,"PD2+Ca",4
"877","B3SN17.2",3,1,0.10925,0.108083333333333,"X1",0.09675,"PD2",4
"878","B3SN17.2",3,1,0.10925,0.108083333333333,"X2",0.11375,"PD2",4
"879","B3SN17.2",3,1,0.10925,0.108083333333333,"X3",0.12375,"PD2",4
"880","B3SN17.2",3,1,0.10925,0.108083333333333,"X4",0.13375,"PD2",4
"881","B3SN17.2",3,1,0.10925,0.108083333333333,"X5",0.14975,"PD2",4
"882","B3SN17.2",3,1,0.10925,0.108083333333333,"X6",0.15275,"PD2",4
"883","B3SN17.2",3,1,0.10925,0.108083333333333,"X7",0.122916666666667,"PD2+Ca",4
"884","B3SN17.2",3,1,0.10925,0.108083333333333,"X8",0.130916666666667,"PD2+Ca",4
"885","B3SN17.2",3,1,0.10925,0.108083333333333,"X9",0.132916666666667,"PD2+Ca",4
"886","B3SN17.2",3,1,0.10925,0.108083333333333,"X10",0.103916666666667,"PD2+Ca",4
"887","B3SN17.2",3,1,0.10925,0.108083333333333,"X11",0.102916666666667,"PD2+Ca",4
"888","B3SN17.2",3,1,0.10925,0.108083333333333,"X12",0.0829166666666667,"PD2+Ca",4
"889","TemeculaL",4,1,0.10925,0.108083333333333,"X1",0.08875,"PD2",4
"890","TemeculaL",4,1,0.10925,0.108083333333333,"X2",0.09575,"PD2",4
"891","TemeculaL",4,1,0.10925,0.108083333333333,"X3",0.10575,"PD2",4
"892","TemeculaL",4,1,0.10925,0.108083333333333,"X4",0.10775,"PD2",4
"893","TemeculaL",4,1,0.10925,0.108083333333333,"X5",0.11575,"PD2",4
"894","TemeculaL",4,1,0.10925,0.108083333333333,"X6",0.11075,"PD2",4
"895","TemeculaL",4,1,0.10925,0.108083333333333,"X7",0.113916666666667,"PD2+Ca",4
"896","TemeculaL",4,1,0.10925,0.108083333333333,"X8",0.117916666666667,"PD2+Ca",4
"897","TemeculaL",4,1,0.10925,0.108083333333333,"X9",0.0919166666666667,"PD2+Ca",4
"898","TemeculaL",4,1,0.10925,0.108083333333333,"X10",0.0689166666666667,"PD2+Ca",4
"899","TemeculaL",4,1,0.10925,0.108083333333333,"X11",0.0669166666666667,"PD2+Ca",4
"900","TemeculaL",4,1,0.10925,0.108083333333333,"X12",0.101916666666667,"PD2+Ca",4
"901","IVIA53872",5,1,0.10925,0.108083333333333,"X1",0.25075,"PD2",4
"902","IVIA53872",5,1,0.10925,0.108083333333333,"X2",0.25575,"PD2",4
"903","IVIA53872",5,1,0.10925,0.108083333333333,"X3",0.29275,"PD2",4
"904","IVIA53872",5,1,0.10925,0.108083333333333,"X4",0.29175,"PD2",4
"905","IVIA53872",5,1,0.10925,0.108083333333333,"X5",0.28975,"PD2",4
"906","IVIA53872",5,1,0.10925,0.108083333333333,"X6",0.30675,"PD2",4
"907","IVIA53872",5,1,0.10925,0.108083333333333,"X7",0.271916666666667,"PD2+Ca",4
"908","IVIA53872",5,1,0.10925,0.108083333333333,"X8",0.287916666666667,"PD2+Ca",4
"909","IVIA53872",5,1,0.10925,0.108083333333333,"X9",0.278916666666667,"PD2+Ca",4
"910","IVIA53872",5,1,0.10925,0.108083333333333,"X10",0.323916666666667,"PD2+Ca",4
"911","IVIA53872",5,1,0.10925,0.108083333333333,"X11",0.247916666666667,"PD2+Ca",4
"912","IVIA53872",5,1,0.10925,0.108083333333333,"X12",0.253916666666667,"PD2+Ca",4
"913","XF3348",6,1,0.10925,0.108083333333333,"X1",0.06275,"PD2",4
"914","XF3348",6,1,0.10925,0.108083333333333,"X2",0.05775,"PD2",4
"915","XF3348",6,1,0.10925,0.108083333333333,"X3",0.05275,"PD2",4
"916","XF3348",6,1,0.10925,0.108083333333333,"X4",0.07075,"PD2",4
"917","XF3348",6,1,0.10925,0.108083333333333,"X5",0.05275,"PD2",4
"918","XF3348",6,1,0.10925,0.108083333333333,"X6",0.07075,"PD2",4
"919","XF3348",6,1,0.10925,0.108083333333333,"X7",0.0709166666666667,"PD2+Ca",4
"920","XF3348",6,1,0.10925,0.108083333333333,"X8",0.0719166666666667,"PD2+Ca",4
"921","XF3348",6,1,0.10925,0.108083333333333,"X9",0.0889166666666667,"PD2+Ca",4
"922","XF3348",6,1,0.10925,0.108083333333333,"X10",0.0709166666666667,"PD2+Ca",4
"923","XF3348",6,1,0.10925,0.108083333333333,"X11",0.0609166666666667,"PD2+Ca",4
"924","XF3348",6,1,0.10925,0.108083333333333,"X12",0.0569166666666667,"PD2+Ca",4
"925","IVIA5901",7,1,0.10925,0.108083333333333,"X1",0.04075,"PD2",4
"926","IVIA5901",7,1,0.10925,0.108083333333333,"X2",0.04375,"PD2",4
"927","IVIA5901",7,1,0.10925,0.108083333333333,"X3",0.04275,"PD2",4
"928","IVIA5901",7,1,0.10925,0.108083333333333,"X4",0.03875,"PD2",4
"929","IVIA5901",7,1,0.10925,0.108083333333333,"X5",0.04675,"PD2",4
"930","IVIA5901",7,1,0.10925,0.108083333333333,"X6",0.04375,"PD2",4
"931","IVIA5901",7,1,0.10925,0.108083333333333,"X7",0.0329166666666666,"PD2+Ca",4
"932","IVIA5901",7,1,0.10925,0.108083333333333,"X8",0.0279166666666667,"PD2+Ca",4
"933","IVIA5901",7,1,0.10925,0.108083333333333,"X9",0.0309166666666667,"PD2+Ca",4
"934","IVIA5901",7,1,0.10925,0.108083333333333,"X10",0.0229166666666667,"PD2+Ca",4
"935","IVIA5901",7,1,0.10925,0.108083333333333,"X11",0.0389166666666667,"PD2+Ca",4
"936","IVIA5901",7,1,0.10925,0.108083333333333,"X12",0.0239166666666667,"PD2+Ca",4
"937","WM1-1",12,2,0.10525,0.104333333333333,"X1",0.02375,"PD2",4
"938","WM1-1",12,2,0.10525,0.104333333333333,"X2",0.03775,"PD2",4
"939","WM1-1",12,2,0.10525,0.104333333333333,"X3",0.03575,"PD2",4
"940","WM1-1",12,2,0.10525,0.104333333333333,"X4",0.04375,"PD2",4
"941","WM1-1",12,2,0.10525,0.104333333333333,"X5",0.04475,"PD2",4
"942","WM1-1",12,2,0.10525,0.104333333333333,"X6",0.04275,"PD2",4
"943","WM1-1",12,2,0.10525,0.104333333333333,"X7",0.0356666666666667,"PD2+Ca",4
"944","WM1-1",12,2,0.10525,0.104333333333333,"X8",0.0396666666666667,"PD2+Ca",4
"945","WM1-1",12,2,0.10525,0.104333333333333,"X9",0.0326666666666667,"PD2+Ca",4
"946","WM1-1",12,2,0.10525,0.104333333333333,"X10",0.0276666666666667,"PD2+Ca",4
"947","WM1-1",12,2,0.10525,0.104333333333333,"X11",0.0206666666666667,"PD2+Ca",4
"948","WM1-1",12,2,0.10525,0.104333333333333,"X12",0.0186666666666667,"PD2+Ca",4
"949","B3SN17.2",13,2,0.10525,0.104333333333333,"X1",0.12275,"PD2",4
"950","B3SN17.2",13,2,0.10525,0.104333333333333,"X2",0.14275,"PD2",4
"951","B3SN17.2",13,2,0.10525,0.104333333333333,"X3",0.13975,"PD2",4
"952","B3SN17.2",13,2,0.10525,0.104333333333333,"X4",0.16575,"PD2",4
"953","B3SN17.2",13,2,0.10525,0.104333333333333,"X5",0.16775,"PD2",4
"954","B3SN17.2",13,2,0.10525,0.104333333333333,"X6",0.17875,"PD2",4
"955","B3SN17.2",13,2,0.10525,0.104333333333333,"X7",0.132666666666667,"PD2+Ca",4
"956","B3SN17.2",13,2,0.10525,0.104333333333333,"X8",0.122666666666667,"PD2+Ca",4
"957","B3SN17.2",13,2,0.10525,0.104333333333333,"X9",0.106666666666667,"PD2+Ca",4
"958","B3SN17.2",13,2,0.10525,0.104333333333333,"X10",0.0976666666666667,"PD2+Ca",4
"959","B3SN17.2",13,2,0.10525,0.104333333333333,"X11",0.0906666666666667,"PD2+Ca",4
"960","B3SN17.2",13,2,0.10525,0.104333333333333,"X12",0.0886666666666667,"PD2+Ca",4
"961","TemeculaL",14,2,0.10525,0.104333333333333,"X1",0.07575,"PD2",4
"962","TemeculaL",14,2,0.10525,0.104333333333333,"X2",0.10075,"PD2",4
"963","TemeculaL",14,2,0.10525,0.104333333333333,"X3",0.12375,"PD2",4
"964","TemeculaL",14,2,0.10525,0.104333333333333,"X4",0.12075,"PD2",4
"965","TemeculaL",14,2,0.10525,0.104333333333333,"X5",0.12175,"PD2",4
"966","TemeculaL",14,2,0.10525,0.104333333333333,"X6",0.12875,"PD2",4
"967","TemeculaL",14,2,0.10525,0.104333333333333,"X7",0.122666666666667,"PD2+Ca",4
"968","TemeculaL",14,2,0.10525,0.104333333333333,"X8",0.121666666666667,"PD2+Ca",4
"969","TemeculaL",14,2,0.10525,0.104333333333333,"X9",0.0976666666666667,"PD2+Ca",4
"970","TemeculaL",14,2,0.10525,0.104333333333333,"X10",0.0966666666666667,"PD2+Ca",4
"971","TemeculaL",14,2,0.10525,0.104333333333333,"X11",0.0826666666666667,"PD2+Ca",4
"972","TemeculaL",14,2,0.10525,0.104333333333333,"X12",0.0716666666666667,"PD2+Ca",4
"973","IVIA53872",15,2,0.10525,0.104333333333333,"X1",0.21275,"PD2",4
"974","IVIA53872",15,2,0.10525,0.104333333333333,"X2",0.23575,"PD2",4
"975","IVIA53872",15,2,0.10525,0.104333333333333,"X3",0.25875,"PD2",4
"976","IVIA53872",15,2,0.10525,0.104333333333333,"X4",0.29075,"PD2",4
"977","IVIA53872",15,2,0.10525,0.104333333333333,"X5",0.28175,"PD2",4
"978","IVIA53872",15,2,0.10525,0.104333333333333,"X6",0.30075,"PD2",4
"979","IVIA53872",15,2,0.10525,0.104333333333333,"X7",0.325666666666667,"PD2+Ca",4
"980","IVIA53872",15,2,0.10525,0.104333333333333,"X8",0.328666666666667,"PD2+Ca",4
"981","IVIA53872",15,2,0.10525,0.104333333333333,"X9",0.315666666666667,"PD2+Ca",4
"982","IVIA53872",15,2,0.10525,0.104333333333333,"X10",0.316666666666667,"PD2+Ca",4
"983","IVIA53872",15,2,0.10525,0.104333333333333,"X11",0.267666666666667,"PD2+Ca",4
"984","IVIA53872",15,2,0.10525,0.104333333333333,"X12",0.241666666666667,"PD2+Ca",4
"985","XF3348",16,2,0.10525,0.104333333333333,"X1",0.05775,"PD2",4
"986","XF3348",16,2,0.10525,0.104333333333333,"X2",0.06975,"PD2",4
"987","XF3348",16,2,0.10525,0.104333333333333,"X3",0.08875,"PD2",4
"988","XF3348",16,2,0.10525,0.104333333333333,"X4",0.09075,"PD2",4
"989","XF3348",16,2,0.10525,0.104333333333333,"X5",0.10075,"PD2",4
"990","XF3348",16,2,0.10525,0.104333333333333,"X6",0.11075,"PD2",4
"991","XF3348",16,2,0.10525,0.104333333333333,"X7",0.0976666666666667,"PD2+Ca",4
"992","XF3348",16,2,0.10525,0.104333333333333,"X8",0.0956666666666667,"PD2+Ca",4
"993","XF3348",16,2,0.10525,0.104333333333333,"X9",0.0946666666666667,"PD2+Ca",4
"994","XF3348",16,2,0.10525,0.104333333333333,"X10",0.0866666666666667,"PD2+Ca",4
"995","XF3348",16,2,0.10525,0.104333333333333,"X11",0.0646666666666667,"PD2+Ca",4
"996","XF3348",16,2,0.10525,0.104333333333333,"X12",0.0536666666666667,"PD2+Ca",4
"997","IVIA5901",17,2,0.10525,0.104333333333333,"X1",0.04475,"PD2",4
"998","IVIA5901",17,2,0.10525,0.104333333333333,"X2",0.04075,"PD2",4
"999","IVIA5901",17,2,0.10525,0.104333333333333,"X3",0.05975,"PD2",4
"1000","IVIA5901",17,2,0.10525,0.104333333333333,"X4",0.06175,"PD2",4
"1001","IVIA5901",17,2,0.10525,0.104333333333333,"X5",0.07475,"PD2",4
"1002","IVIA5901",17,2,0.10525,0.104333333333333,"X6",0.07975,"PD2",4
"1003","IVIA5901",17,2,0.10525,0.104333333333333,"X7",0.0596666666666667,"PD2+Ca",4
"1004","IVIA5901",17,2,0.10525,0.104333333333333,"X8",0.0566666666666667,"PD2+Ca",4
"1005","IVIA5901",17,2,0.10525,0.104333333333333,"X9",0.0496666666666667,"PD2+Ca",4
"1006","IVIA5901",17,2,0.10525,0.104333333333333,"X10",0.0426666666666667,"PD2+Ca",4
"1007","IVIA5901",17,2,0.10525,0.104333333333333,"X11",0.0316666666666667,"PD2+Ca",4
"1008","IVIA5901",17,2,0.10525,0.104333333333333,"X12",0.0316666666666667,"PD2+Ca",4
"1009","WM1-1",22,3,0.105333333333333,0.105916666666667,"X1",0.0316666666666667,"PD2",4
"1010","WM1-1",22,3,0.105333333333333,0.105916666666667,"X2",0.0366666666666667,"PD2",4
"1011","WM1-1",22,3,0.105333333333333,0.105916666666667,"X3",0.0386666666666667,"PD2",4
"1012","WM1-1",22,3,0.105333333333333,0.105916666666667,"X4",0.0446666666666667,"PD2",4
"1013","WM1-1",22,3,0.105333333333333,0.105916666666667,"X5",0.0456666666666667,"PD2",4
"1014","WM1-1",22,3,0.105333333333333,0.105916666666667,"X6",0.0456666666666667,"PD2",4
"1015","WM1-1",22,3,0.105333333333333,0.105916666666667,"X7",0.0350833333333333,"PD2+Ca",4
"1016","WM1-1",22,3,0.105333333333333,0.105916666666667,"X8",0.0310833333333334,"PD2+Ca",4
"1017","WM1-1",22,3,0.105333333333333,0.105916666666667,"X9",0.0250833333333333,"PD2+Ca",4
"1018","WM1-1",22,3,0.105333333333333,0.105916666666667,"X10",0.0200833333333333,"PD2+Ca",4
"1019","WM1-1",22,3,0.105333333333333,0.105916666666667,"X11",0.0190833333333333,"PD2+Ca",4
"1020","WM1-1",22,3,0.105333333333333,0.105916666666667,"X12",0.0190833333333333,"PD2+Ca",4
"1021","B3SN17.2",23,3,0.105333333333333,0.105916666666667,"X1",0.110666666666667,"PD2",4
"1022","B3SN17.2",23,3,0.105333333333333,0.105916666666667,"X2",0.118666666666667,"PD2",4
"1023","B3SN17.2",23,3,0.105333333333333,0.105916666666667,"X3",0.125666666666667,"PD2",4
"1024","B3SN17.2",23,3,0.105333333333333,0.105916666666667,"X4",0.156666666666667,"PD2",4
"1025","B3SN17.2",23,3,0.105333333333333,0.105916666666667,"X5",0.157666666666667,"PD2",4
"1026","B3SN17.2",23,3,0.105333333333333,0.105916666666667,"X6",0.161666666666667,"PD2",4
"1027","B3SN17.2",23,3,0.105333333333333,0.105916666666667,"X7",0.123083333333333,"PD2+Ca",4
"1028","B3SN17.2",23,3,0.105333333333333,0.105916666666667,"X8",0.121083333333333,"PD2+Ca",4
"1029","B3SN17.2",23,3,0.105333333333333,0.105916666666667,"X9",0.120083333333333,"PD2+Ca",4
"1030","B3SN17.2",23,3,0.105333333333333,0.105916666666667,"X10",0.102083333333333,"PD2+Ca",4
"1031","B3SN17.2",23,3,0.105333333333333,0.105916666666667,"X11",0.0890833333333333,"PD2+Ca",4
"1032","B3SN17.2",23,3,0.105333333333333,0.105916666666667,"X12",0.0930833333333334,"PD2+Ca",4
"1033","TemeculaL",24,3,0.105333333333333,0.105916666666667,"X1",0.0806666666666667,"PD2",4
"1034","TemeculaL",24,3,0.105333333333333,0.105916666666667,"X2",0.0906666666666667,"PD2",4
"1035","TemeculaL",24,3,0.105333333333333,0.105916666666667,"X3",0.104666666666667,"PD2",4
"1036","TemeculaL",24,3,0.105333333333333,0.105916666666667,"X4",0.109666666666667,"PD2",4
"1037","TemeculaL",24,3,0.105333333333333,0.105916666666667,"X5",0.107666666666667,"PD2",4
"1038","TemeculaL",24,3,0.105333333333333,0.105916666666667,"X6",0.114666666666667,"PD2",4
"1039","TemeculaL",24,3,0.105333333333333,0.105916666666667,"X7",0.110083333333333,"PD2+Ca",4
"1040","TemeculaL",24,3,0.105333333333333,0.105916666666667,"X8",0.120083333333333,"PD2+Ca",4
"1041","TemeculaL",24,3,0.105333333333333,0.105916666666667,"X9",0.0910833333333333,"PD2+Ca",4
"1042","TemeculaL",24,3,0.105333333333333,0.105916666666667,"X10",0.0980833333333333,"PD2+Ca",4
"1043","TemeculaL",24,3,0.105333333333333,0.105916666666667,"X11",0.0830833333333333,"PD2+Ca",4
"1044","TemeculaL",24,3,0.105333333333333,0.105916666666667,"X12",0.0810833333333333,"PD2+Ca",4
"1045","IVIA53872",25,3,0.105333333333333,0.105916666666667,"X1",0.242666666666667,"PD2",4
"1046","IVIA53872",25,3,0.105333333333333,0.105916666666667,"X2",0.244666666666667,"PD2",4
"1047","IVIA53872",25,3,0.105333333333333,0.105916666666667,"X3",0.273666666666667,"PD2",4
"1048","IVIA53872",25,3,0.105333333333333,0.105916666666667,"X4",0.262666666666667,"PD2",4
"1049","IVIA53872",25,3,0.105333333333333,0.105916666666667,"X5",0.273666666666667,"PD2",4
"1050","IVIA53872",25,3,0.105333333333333,0.105916666666667,"X6",0.323666666666667,"PD2",4
"1051","IVIA53872",25,3,0.105333333333333,0.105916666666667,"X7",0.327083333333333,"PD2+Ca",4
"1052","IVIA53872",25,3,0.105333333333333,0.105916666666667,"X8",0.325083333333333,"PD2+Ca",4
"1053","IVIA53872",25,3,0.105333333333333,0.105916666666667,"X9",0.350083333333333,"PD2+Ca",4
"1054","IVIA53872",25,3,0.105333333333333,0.105916666666667,"X10",0.301083333333333,"PD2+Ca",4
"1055","IVIA53872",25,3,0.105333333333333,0.105916666666667,"X11",0.266083333333333,"PD2+Ca",4
"1056","IVIA53872",25,3,0.105333333333333,0.105916666666667,"X12",0.275083333333333,"PD2+Ca",4
"1057","XF3348",26,3,0.105333333333333,0.105916666666667,"X1",0.0446666666666667,"PD2",4
"1058","XF3348",26,3,0.105333333333333,0.105916666666667,"X2",0.0596666666666667,"PD2",4
"1059","XF3348",26,3,0.105333333333333,0.105916666666667,"X3",0.0626666666666667,"PD2",4
"1060","XF3348",26,3,0.105333333333333,0.105916666666667,"X4",0.0706666666666667,"PD2",4
"1061","XF3348",26,3,0.105333333333333,0.105916666666667,"X5",0.0826666666666667,"PD2",4
"1062","XF3348",26,3,0.105333333333333,0.105916666666667,"X6",0.0696666666666667,"PD2",4
"1063","XF3348",26,3,0.105333333333333,0.105916666666667,"X7",0.0710833333333333,"PD2+Ca",4
"1064","XF3348",26,3,0.105333333333333,0.105916666666667,"X8",0.0690833333333333,"PD2+Ca",4
"1065","XF3348",26,3,0.105333333333333,0.105916666666667,"X9",0.0700833333333333,"PD2+Ca",4
"1066","XF3348",26,3,0.105333333333333,0.105916666666667,"X10",0.0630833333333334,"PD2+Ca",4
"1067","XF3348",26,3,0.105333333333333,0.105916666666667,"X11",0.0590833333333333,"PD2+Ca",4
"1068","XF3348",26,3,0.105333333333333,0.105916666666667,"X12",0.103083333333333,"PD2+Ca",4
"1069","IVIA5901",27,3,0.105333333333333,0.105916666666667,"X1",0.0596666666666667,"PD2",4
"1070","IVIA5901",27,3,0.105333333333333,0.105916666666667,"X2",0.0416666666666667,"PD2",4
"1071","IVIA5901",27,3,0.105333333333333,0.105916666666667,"X3",0.0516666666666667,"PD2",4
"1072","IVIA5901",27,3,0.105333333333333,0.105916666666667,"X4",0.0686666666666667,"PD2",4
"1073","IVIA5901",27,3,0.105333333333333,0.105916666666667,"X5",0.0686666666666667,"PD2",4
"1074","IVIA5901",27,3,0.105333333333333,0.105916666666667,"X6",0.0786666666666667,"PD2",4
"1075","IVIA5901",27,3,0.105333333333333,0.105916666666667,"X7",0.0590833333333333,"PD2+Ca",4
"1076","IVIA5901",27,3,0.105333333333333,0.105916666666667,"X8",0.0560833333333333,"PD2+Ca",4
"1077","IVIA5901",27,3,0.105333333333333,0.105916666666667,"X9",0.0530833333333333,"PD2+Ca",4
"1078","IVIA5901",27,3,0.105333333333333,0.105916666666667,"X10",0.0420833333333333,"PD2+Ca",4
"1079","IVIA5901",27,3,0.105333333333333,0.105916666666667,"X11",0.0350833333333333,"PD2+Ca",4
"1080","IVIA5901",27,3,0.105333333333333,0.105916666666667,"X12",0.0340833333333334,"PD2+Ca",4
"1081","WM1-1",2,1,0.107916666666667,0.107416666666667,"X1",0.0180833333333333,"PD2",5
"1082","WM1-1",2,1,0.107916666666667,0.107416666666667,"X2",0.0240833333333333,"PD2",5
"1083","WM1-1",2,1,0.107916666666667,0.107416666666667,"X3",0.0230833333333333,"PD2",5
"1084","WM1-1",2,1,0.107916666666667,0.107416666666667,"X4",0.0260833333333333,"PD2",5
"1085","WM1-1",2,1,0.107916666666667,0.107416666666667,"X5",0.0210833333333333,"PD2",5
"1086","WM1-1",2,1,0.107916666666667,0.107416666666667,"X6",0.0200833333333333,"PD2",5
"1087","WM1-1",2,1,0.107916666666667,0.107416666666667,"X7",-0.00541666666666667,"PD2+Ca",5
"1088","WM1-1",2,1,0.107916666666667,0.107416666666667,"X8",0.0155833333333333,"PD2+Ca",5
"1089","WM1-1",2,1,0.107916666666667,0.107416666666667,"X9",0.0155833333333333,"PD2+Ca",5
"1090","WM1-1",2,1,0.107916666666667,0.107416666666667,"X10",0.0195833333333333,"PD2+Ca",5
"1091","WM1-1",2,1,0.107916666666667,0.107416666666667,"X11",0.0155833333333333,"PD2+Ca",5
"1092","WM1-1",2,1,0.107916666666667,0.107416666666667,"X12",0.0155833333333333,"PD2+Ca",5
"1093","B3SN17.2",3,1,0.107916666666667,0.107416666666667,"X1",0.128083333333333,"PD2",5
"1094","B3SN17.2",3,1,0.107916666666667,0.107416666666667,"X2",0.159083333333333,"PD2",5
"1095","B3SN17.2",3,1,0.107916666666667,0.107416666666667,"X3",0.163083333333333,"PD2",5
"1096","B3SN17.2",3,1,0.107916666666667,0.107416666666667,"X4",0.150083333333333,"PD2",5
"1097","B3SN17.2",3,1,0.107916666666667,0.107416666666667,"X5",0.179083333333333,"PD2",5
"1098","B3SN17.2",3,1,0.107916666666667,0.107416666666667,"X6",0.163083333333333,"PD2",5
"1099","B3SN17.2",3,1,0.107916666666667,0.107416666666667,"X7",0.140583333333333,"PD2+Ca",5
"1100","B3SN17.2",3,1,0.107916666666667,0.107416666666667,"X8",0.134583333333333,"PD2+Ca",5
"1101","B3SN17.2",3,1,0.107916666666667,0.107416666666667,"X9",0.129583333333333,"PD2+Ca",5
"1102","B3SN17.2",3,1,0.107916666666667,0.107416666666667,"X10",0.145583333333333,"PD2+Ca",5
"1103","B3SN17.2",3,1,0.107916666666667,0.107416666666667,"X11",0.142583333333333,"PD2+Ca",5
"1104","B3SN17.2",3,1,0.107916666666667,0.107416666666667,"X12",0.144583333333333,"PD2+Ca",5
"1105","TemeculaL",4,1,0.107916666666667,0.107416666666667,"X1",0.132083333333333,"PD2",5
"1106","TemeculaL",4,1,0.107916666666667,0.107416666666667,"X2",0.161083333333333,"PD2",5
"1107","TemeculaL",4,1,0.107916666666667,0.107416666666667,"X3",0.153083333333333,"PD2",5
"1108","TemeculaL",4,1,0.107916666666667,0.107416666666667,"X4",0.147083333333333,"PD2",5
"1109","TemeculaL",4,1,0.107916666666667,0.107416666666667,"X5",0.157083333333333,"PD2",5
"1110","TemeculaL",4,1,0.107916666666667,0.107416666666667,"X6",0.131083333333333,"PD2",5
"1111","TemeculaL",4,1,0.107916666666667,0.107416666666667,"X7",0.147583333333333,"PD2+Ca",5
"1112","TemeculaL",4,1,0.107916666666667,0.107416666666667,"X8",0.140583333333333,"PD2+Ca",5
"1113","TemeculaL",4,1,0.107916666666667,0.107416666666667,"X9",0.139583333333333,"PD2+Ca",5
"1114","TemeculaL",4,1,0.107916666666667,0.107416666666667,"X10",0.149583333333333,"PD2+Ca",5
"1115","TemeculaL",4,1,0.107916666666667,0.107416666666667,"X11",0.143583333333333,"PD2+Ca",5
"1116","TemeculaL",4,1,0.107916666666667,0.107416666666667,"X12",0.173583333333333,"PD2+Ca",5
"1117","IVIA53872",5,1,0.107916666666667,0.107416666666667,"X1",0.272083333333333,"PD2",5
"1118","IVIA53872",5,1,0.107916666666667,0.107416666666667,"X2",0.287083333333333,"PD2",5
"1119","IVIA53872",5,1,0.107916666666667,0.107416666666667,"X3",0.292083333333333,"PD2",5
"1120","IVIA53872",5,1,0.107916666666667,0.107416666666667,"X4",0.289083333333333,"PD2",5
"1121","IVIA53872",5,1,0.107916666666667,0.107416666666667,"X5",0.291083333333333,"PD2",5
"1122","IVIA53872",5,1,0.107916666666667,0.107416666666667,"X6",0.294083333333333,"PD2",5
"1123","IVIA53872",5,1,0.107916666666667,0.107416666666667,"X7",0.272583333333333,"PD2+Ca",5
"1124","IVIA53872",5,1,0.107916666666667,0.107416666666667,"X8",0.262583333333333,"PD2+Ca",5
"1125","IVIA53872",5,1,0.107916666666667,0.107416666666667,"X9",0.257583333333333,"PD2+Ca",5
"1126","IVIA53872",5,1,0.107916666666667,0.107416666666667,"X10",0.287583333333333,"PD2+Ca",5
"1127","IVIA53872",5,1,0.107916666666667,0.107416666666667,"X11",0.256583333333333,"PD2+Ca",5
"1128","IVIA53872",5,1,0.107916666666667,0.107416666666667,"X12",0.256583333333333,"PD2+Ca",5
"1129","XF3348",6,1,0.107916666666667,0.107416666666667,"X1",0.0770833333333333,"PD2",5
"1130","XF3348",6,1,0.107916666666667,0.107416666666667,"X2",0.0760833333333333,"PD2",5
"1131","XF3348",6,1,0.107916666666667,0.107416666666667,"X3",0.0650833333333333,"PD2",5
"1132","XF3348",6,1,0.107916666666667,0.107416666666667,"X4",0.0810833333333333,"PD2",5
"1133","XF3348",6,1,0.107916666666667,0.107416666666667,"X5",0.0630833333333334,"PD2",5
"1134","XF3348",6,1,0.107916666666667,0.107416666666667,"X6",0.0770833333333333,"PD2",5
"1135","XF3348",6,1,0.107916666666667,0.107416666666667,"X7",0.0835833333333333,"PD2+Ca",5
"1136","XF3348",6,1,0.107916666666667,0.107416666666667,"X8",0.0825833333333333,"PD2+Ca",5
"1137","XF3348",6,1,0.107916666666667,0.107416666666667,"X9",0.100583333333333,"PD2+Ca",5
